   time      numb     lati     long      area       tilt
19780430    1098    -28.12    141.12      21.0       15.97
19780503    1099    -27.83    349.23     426.0      -11.99
19780501    1100     31.70     93.74       2.0      -16.03
19780502    1101    -23.25     25.34       7.0       -7.57
19780505    1102     16.84    349.58     170.0      -22.36
19780504    1104     16.63     68.95       7.0       -4.70
19780507    1105     16.46    295.98     143.0       10.46
19780513    1108     16.77    284.37     175.0       -6.79
19780510    1109     18.80    262.00       8.0       13.05
19780513    1110    -21.21    257.82     270.0       12.71
19780511    1111    -33.48    266.24       9.0       25.62
19780515    1112     21.38    213.11     407.0       15.02
19780510    1113    -25.92      1.26       4.0        1.39
19780516    1114    -27.16    199.16     191.0        4.68
19780517    1115     11.91    191.93     126.0       -7.05
19780514    1116    -13.97    316.00       4.0       14.31
19780514    1117    -24.76    300.44      16.0        1.38
19780516    1118     21.22    181.38       6.0       31.48
19780516    1119     14.88    230.21       2.0        8.70
19780517    1120    -17.92    169.88       7.0       38.76
19780518    1121     15.57    173.35      11.0       -2.45
19780517    1122     18.40    197.80       7.0       18.30
19780518    1123    -28.91    187.47     155.0       46.96
19780522    1124    -29.70    137.74      98.0       21.60
19780521    1127    -18.57    111.27      36.0       38.20
19780521    1128    -32.12    150.54       9.0      -72.46
19780524    1129     17.11     83.39    1213.0       -3.00
19780527    1131     24.99     64.03     208.0       23.50
19780524    1132    -15.54    142.31       4.0       13.60
19780529    1133     22.16     91.89     235.0       20.39
19780602    1134     22.01     37.27     451.0       17.68
19780601    1136    -15.80     83.07     174.0        9.32
19780529    1137    -23.55     23.41      62.0       10.21
19780529    1138    -22.95    114.95      15.0        3.99
19780601    1139    -16.75     61.23      50.0       16.11
19780601    1140    -18.93     48.98      15.0       27.91
19780531    1141     33.61     88.48      14.0       29.96
19780605    1143    -24.92      9.64     220.0       26.41
19780602    1144     13.92    353.87       6.0      -21.95
19780604    1145    -21.90    340.06      25.0       14.80
19780608    1146     17.64    285.43      10.0       17.62
19780605    1147     14.70    326.80       3.0      -36.20
19780607    1148    -15.33    336.08      10.0        2.12
19780608    1149    -11.98    238.50      14.0        0.03
19780610    1150     17.11    213.96      45.0      -10.80
19780611    1151     17.02    265.29      23.0        2.29
19780607    1152    -22.73    256.95       6.0       11.24
19780616    1153     17.13    244.26     484.0       25.13
19780612    1154    -33.50    196.17      16.0        6.11
19780622    1155     17.47    164.55     282.0        6.42
19780611    1156     22.82    208.05       4.0      -71.04
19780615    1157     18.43    153.58     111.0       11.62
19780619    1158     24.79    189.02      67.0       11.26
19780615    1159     17.96    225.17       5.0       20.92
19780618    1160     16.40    206.88     161.0       23.29
19780617    1161    -24.09    116.12     296.0      -42.74
19780618    1162     18.81    188.79      32.0      -18.29
19780621    1163    -14.82     89.81      69.0       15.74
19780621    1164     18.32     83.83     126.0       11.97
19780622    1165     12.15    136.01     236.0      -14.82
19780620    1166     31.04     87.60      14.0       -9.40
19780618    1167     10.95    141.16       2.0      -19.65
19780618    1169    -31.48    156.53       3.0      -53.44
19780622    1170     15.99     66.08     674.0        7.65
19780622    1171     25.35     56.87     109.0       22.08
19780624    1172    -20.96     45.90    1014.0       14.51
19780621    1174    -21.69    166.23       9.0       23.54
19780621    1175     18.35     92.47       6.0        0.86
19780623    1176     20.97     35.68     371.0       26.06
19780623    1177     13.19     94.76      40.0       21.89
19780625    1179    -16.92     69.71       8.0       -1.93
19780628    1182     15.88    340.67      53.0      -13.87
19780701    1183     15.14    327.58       5.0      -24.83
19780707    1184    -15.62    312.88      15.0       35.33
19780630    1185     22.98    317.28       5.0      -15.34
19780703    1186     18.43    284.07     176.0       16.02
19780702    1187    -19.44    293.48      18.0       21.22
19780704    1189     26.94    326.64     153.0       -4.21
19780706    1192    -25.80    322.34     273.0       25.49
19780705    1193     21.19    304.25       7.0      -62.18
19780705    1194      9.88    335.98      13.0       11.49
19780711    1196     20.89    265.18     189.0       36.63
19780708    1197    -18.59    201.31      94.0       10.02
19780708    1198     25.84    200.04      20.0        0.72
19780707    1200    -24.39    259.88       8.0      -56.24
19780711    1201    -19.94    240.86     429.0       17.45
19780709    1202    -26.96    180.18       9.0       13.80
19780710    1203     17.30    169.00    1425.0       26.02
19780710    1204    -30.07    258.41       9.0       11.09
19780709    1205    -20.89    253.04       8.0        9.14
19780709    1206    -32.61    182.20      12.0      -49.29
19780711    1207     24.02    170.09       8.0      -34.74
19780713    1208     15.18    140.33     117.0       15.09
19780722    1211     18.07    115.43     109.0        9.50
19780716    1212    -23.93    122.85      87.0        9.22
19780717    1216     12.53    125.09      55.0       -8.38
19780720    1218     11.40    136.79      18.0      -15.04
19780719    1219    -27.26     69.77       3.0       10.36
19780723    1221     13.23    109.25      44.0       26.58
19780720    1223    -38.58    121.89      31.0       33.84
19780721    1224    -15.20     73.77       9.0      -34.67
19780723    1225     17.88     28.23      10.0       24.69
19780724    1226     26.49     12.46      27.0       34.30
19780717    1227    -22.19     95.37       4.0       -3.73
19780726    1229     14.30     72.26       5.0        4.58
19780729    1230     35.58    277.07      52.0       16.85
19780731    1231     19.17    273.58     111.0       35.14
19780729    1232     17.48    293.45      12.0       17.19
19780803    1233    -22.47    271.45     156.0        6.24
19780804    1234     25.22    308.24      10.0      -18.76
19780804    1236    -17.43    205.17       9.0       22.79
19780805    1237    -21.28    189.96       7.0       29.14
19780808    1238    -26.70    174.67     719.0       13.72
19780807    1239     15.98    160.24       9.0      -32.78
19780806    1240    -30.77    209.12       2.0      -61.59
19780811    1242     17.00    176.73      32.0       25.71
19780813    1246    -32.05    188.99      82.0        8.00
19780813    1247     13.27    133.04      20.0       10.25
19780813    1248     18.64    113.88       2.0       75.77
19780812    1249    -19.89    203.27      11.0       24.28
19780813    1250     22.40    190.50      13.0       50.24
19780815    1251     43.69     76.01     110.0        0.15
19780815    1252     36.76     48.57       8.0       -3.19
19780818    1253     20.74    122.36     210.0       15.89
19780820    1254    -18.76     35.09     228.0       -2.12
19780816    1255     11.15    145.11       3.0      -57.03
19780822    1259    -25.09    346.94       7.0       45.55
19780825    1260    -24.25    322.54      42.0        5.05
19780823    1261     20.83     22.34      22.0       -8.23
19780824    1262    -17.70    311.07      90.0       26.60
19780825    1263     26.37      8.70       6.0       10.99
19780829    1264    -22.26    339.15       6.0      -10.28
19780827    1265     10.24    289.13      14.0      -12.87
19780903    1266     20.02    247.21     242.0       32.82
19780904    1267     31.71    238.81       4.0        3.94
19780827    1268    -20.22    348.17      33.0       23.67
19780829    1269     11.66    340.54      47.0       23.59
19780904    1270    -21.61    221.10     111.0      -18.38
19780831    1271     15.91    204.01     600.0        9.96
19780907    1272    -30.91    192.51    1426.0       13.99
19780831    1274     15.47    276.42      24.0       29.25
19780902    1275    -19.68    176.87      38.0       29.50
19780902    1276     16.28    213.89     534.0       -7.79
19780902    1277    -35.94    178.23      97.0       45.90
19780904    1278     36.69    228.12      68.0       18.42
19780901    1279     22.53    303.82       3.0       13.83
19780908    1280    -15.95    154.81       7.0      -23.58
19780904    1281    -20.28    202.91       2.0        2.37
19780907    1282    -22.01    195.47     410.0       -2.04
19780905    1283    -18.48    134.55      31.0        6.82
19780908    1284     32.09    104.85     508.0       12.80
19780909    1285     20.54    188.29      13.0       15.12
19780910    1286     16.52     71.72     292.0       15.78
19780913    1287     36.69     29.60     303.0      -13.14
19780910    1288     20.75    124.77       4.0       46.92
19780914    1289     28.59     20.47     463.0        7.76
19780912    1290     17.72    113.62       9.0       14.75
